"customer_key","customer_number","customer_name","age","age_group","customer_segment","recency","total_orders","total_sales","total_quantity","total_product","last_order","lifespan","avg_order_value","avg_monthly_spend"
11181,AW00022180,Joe Srini,59.0,"50 and above",Regular,139.0,2,4633,3,2,2013-11-05,19.0,2316,243.8421052631579
11182,AW00022181,Gary Romero,48.0,"40-49",Regular,139.0,2,4674,5,5,2013-11-08,19.0,2337,246.0
11183,AW00022182,Madeline Parker,44.0,"40-49",VIP,144.0,2,6006,4,4,2013-06-28,25.0,3003,240.24
11184,AW00022183,Benjamin Jones,44.0,"40-49",NEW,140.0,1,32,2,2,2013-10-17,0.0,32,32.0
11185,AW00022184,Jeremy Carter,44.0,"40-49",NEW,140.0,1,37,3,3,2013-10-13,0.0,37,37.0
11186,AW00022185,Connor Henderson,44.0,"40-49",NEW,147.0,1,39,2,2,2013-03-26,0.0,39,39.0
11187,AW00022186,Jonathan Foster,44.0,"40-49",NEW,138.0,1,1174,2,2,2013-12-23,0.0,1174,1174.0
11188,AW00022187,Hannah Russell,45.0,"40-49",NEW,138.0,1,32,2,2,2014-01-01,0.0,32,32.0
11189,AW00022188,Sarah Barnes,41.0,"40-49",NEW,138.0,1,1179,3,3,2013-12-20,0.0,1179,1179.0
11190,AW00022189,Linda Hernandez,46.0,"40-49",NEW,144.0,1,549,2,2,2013-06-20,0.0,549,549.0
11191,AW00022190,Carlos Richardson,43.0,"40-49",NEW,140.0,1,37,3,3,2013-10-22,0.0,37,37.0
11192,AW00022191,Jack Adams,43.0,"40-49",NEW,145.0,1,94,4,4,2013-05-17,0.0,94,94.0
11193,AW00022192,Henry Zimmerman,43.0,"40-49",NEW,144.0,1,85,3,3,2013-06-24,0.0,85,85.0
11194,AW00022193,Toni Garcia,64.0,"50 and above",Regular,140.0,2,4886,2,2,2013-10-31,18.0,2443,271.44444444444446
11195,AW00022194,Bruce Sai,53.0,"50 and above",Regular,139.0,2,4634,3,3,2013-11-26,19.0,2317,243.89473684210526
11196,AW00022195,Philip Romero,63.0,"50 and above",Regular,138.0,2,4909,5,5,2013-12-03,19.0,2454,258.36842105263156
11197,AW00022196,Francis Romero,58.0,"50 and above",Regular,138.0,2,4633,3,2,2013-12-04,19.0,2316,243.8421052631579
11198,AW00022197,Larry Dominguez,63.0,"50 and above",Regular,138.0,2,4741,6,6,2013-12-04,19.0,2370,249.52631578947367
11199,AW00022198,Frank Hernandez,52.0,"50 and above",Regular,139.0,2,4662,4,4,2013-11-30,19.0,2331,245.3684210526316
11200,AW00022199,David Lee,63.0,"50 and above",Regular,138.0,2,4694,5,5,2013-12-09,19.0,2347,247.05263157894737
11201,AW00022200,Martha Ye,62.0,"50 and above",Regular,138.0,2,4660,3,3,2013-12-15,20.0,2330,233.0
11202,AW00022201,Lindsey Luo,62.0,"50 and above",VIP,138.0,2,5012,6,6,2013-12-09,18.0,2506,278.44444444444446
11203,AW00022202,Roberto Diaz,62.0,"50 and above",Regular,138.0,2,4672,6,6,2013-12-28,19.0,2336,245.89473684210526
11204,AW00022203,Alisha Zheng,56.0,"50 and above",Regular,138.0,2,4625,2,2,2013-12-04,18.0,2312,256.94444444444446
11205,AW00022204,Dustin Xie,61.0,"50 and above",NEW,143.0,1,42,3,3,2013-07-15,0.0,42,42.0
11206,AW00022205,Bobby Saunders,61.0,"50 and above",NEW,143.0,1,121,3,3,2013-07-20,0.0,121,121.0
11207,AW00022206,Cynthia Rodriguez,55.0,"50 and above",NEW,142.0,1,201,4,4,2013-08-12,0.0,201,201.0
11208,AW00022207,Nancy Sanchez,62.0,"50 and above",Regular,138.0,2,4921,3,3,2013-12-27,19.0,2460,259.0
11209,AW00022208,Candice Liang,60.0,"50 and above",NEW,147.0,1,42,3,3,2013-03-31,0.0,42,42.0
11210,AW00022209,Cedric Shen,60.0,"50 and above",NEW,145.0,1,75,3,3,2013-05-03,0.0,75,75.0
11211,AW00022210,Martha Yang,55.0,"50 and above",NEW,144.0,1,35,1,1,2013-06-11,0.0,35,35.0
11212,AW00022211,Richard Gray,45.0,"40-49",NEW,145.0,1,37,3,3,2013-05-15,0.0,37,37.0
11213,AW00022212,Kara Xu,60.0,"50 and above",NEW,145.0,1,40,2,2,2013-05-03,0.0,40,40.0
11214,AW00022213,Jay Patel,60.0,"50 and above",NEW,148.0,1,59,3,3,2013-02-27,0.0,59,59.0
11215,AW00022214,Sabrina Ruiz,55.0,"50 and above",NEW,141.0,1,42,3,3,2013-09-29,0.0,42,42.0
11216,AW00022215,Samuel Lal,53.0,"50 and above",NEW,146.0,1,79,4,4,2013-04-14,0.0,79,79.0
11217,AW00022216,Marcus Howard,48.0,"40-49",NEW,144.0,1,564,2,2,2013-06-11,0.0,564,564.0
11218,AW00022217,Dylan Powell,62.0,"50 and above",NEW,137.0,1,61,4,4,2014-01-17,0.0,61,61.0
11219,AW00022218,Christian Bryant,62.0,"50 and above",NEW,138.0,1,1155,2,2,2013-12-24,0.0,1155,1155.0
11220,AW00022219,Juha-Pekka Posti,62.0,"50 and above",NEW,139.0,1,13,2,2,2013-11-22,0.0,13,13.0
11221,AW00022220,Brandon Sharma,57.0,"50 and above",NEW,138.0,1,1179,3,3,2013-12-26,0.0,1179,1179.0
11222,AW00022221,Benjamin Kumar,56.0,"50 and above",NEW,138.0,1,1155,2,2,2013-12-14,0.0,1155,1155.0
11223,AW00022222,Angel Hill,62.0,"50 and above",NEW,138.0,1,94,4,4,2013-12-19,0.0,94,94.0
11224,AW00022223,Gabrielle Parker,62.0,"50 and above",NEW,141.0,1,35,2,2,2013-09-27,0.0,35,35.0
11225,AW00022224,Katherine Alexander,62.0,"50 and above",NEW,144.0,1,624,5,5,2013-06-10,0.0,624,624.0
11226,AW00022225,Jessica Murphy,62.0,"50 and above",NEW,144.0,1,604,2,2,2013-06-27,0.0,604,604.0
11227,AW00022226,Morgan Sanders,63.0,"50 and above",NEW,147.0,1,35,2,2,2013-03-18,0.0,35,35.0
11228,AW00022227,Barbara Cai,63.0,"50 and above",NEW,147.0,1,35,2,2,2013-03-26,0.0,35,35.0
11229,AW00022228,Katelyn Gonzalez,63.0,"50 and above",NEW,140.0,1,37,3,3,2013-10-31,0.0,37,37.0
11230,AW00022229,Wyatt Perry,57.0,"50 and above",NEW,138.0,1,1147,3,3,2013-12-04,0.0,1147,1147.0
11231,AW00022230,Jordyn Bennett,63.0,"50 and above",Regular,141.0,2,4223,5,5,2013-09-25,27.0,2111,156.40740740740742
11232,AW00022231,Grace Brooks,63.0,"50 and above",NEW,145.0,1,609,4,4,2013-05-30,0.0,609,609.0
11233,AW00022232,Paige Brooks,47.0,"40-49",VIP,144.0,2,5985,5,5,2013-06-16,24.0,2992,249.375
11234,AW00022233,Xavier Martin,47.0,"40-49",VIP,144.0,2,5997,3,3,2013-06-14,24.0,2998,249.875
11235,AW00022234,Katherine Gonzalez,47.0,"40-49",VIP,143.0,2,5976,4,4,2013-07-12,25.0,2988,239.04
11236,AW00022235,Sebastian Peterson,41.0,"40-49",NEW,138.0,1,1155,2,2,2013-12-19,0.0,1155,1155.0
11237,AW00022236,Jose Gonzalez,49.0,"40-49",NEW,138.0,1,1179,3,3,2013-12-27,0.0,1179,1179.0
11238,AW00022237,Angel Morris,49.0,"40-49",NEW,143.0,1,30,1,1,2013-07-27,0.0,30,30.0
11239,AW00022238,Alex Murphy,49.0,"40-49",NEW,138.0,1,1155,2,2,2013-12-27,0.0,1155,1155.0
11240,AW00022239,Jesse Cook,49.0,"40-49",NEW,144.0,1,32,2,2,2013-07-01,0.0,32,32.0
11241,AW00022240,Miguel Powell,49.0,"40-49",NEW,144.0,1,32,2,2,2013-06-04,0.0,32,32.0
11242,AW00022241,Alexandria Washington,49.0,"40-49",NEW,138.0,1,1149,3,3,2013-12-11,0.0,1149,1149.0
11243,AW00022242,Cameron Walker,49.0,"40-49",NEW,147.0,1,37,3,3,2013-03-06,0.0,37,37.0
11244,AW00022243,Emma Lewis,49.0,"40-49",NEW,138.0,1,1170,2,2,2013-12-04,0.0,1170,1170.0
11245,AW00022244,Shelby Howard,50.0,"50 and above",NEW,146.0,1,30,1,1,2013-04-05,0.0,30,30.0
11246,AW00022245,Evan Lopez,45.0,"40-49",NEW,138.0,1,1188,4,4,2013-12-08,0.0,1188,1188.0
11247,AW00022246,Jacqueline Cox,50.0,"50 and above",NEW,139.0,1,1170,2,2,2013-12-02,0.0,1170,1170.0
11248,AW00022247,Ryan Williams,50.0,"50 and above",VIP,143.0,2,5978,5,5,2013-07-14,24.0,2989,249.08333333333334
11249,AW00022248,Gary Ramos,44.0,"40-49",NEW,139.0,1,1134,3,3,2013-12-01,0.0,1134,1134.0
11250,AW00022249,Kevin Chen,48.0,"40-49",NEW,144.0,1,540,1,1,2013-06-27,0.0,540,540.0
11251,AW00022250,Michael Wilson,48.0,"40-49",NEW,144.0,1,549,2,2,2013-06-27,0.0,549,549.0
11252,AW00022251,Martha She,43.0,"40-49",VIP,142.0,2,5971,3,3,2013-08-24,26.0,2985,229.65384615384616
11253,AW00022252,Makayla Brooks,49.0,"40-49",VIP,143.0,2,6047,4,4,2013-07-31,25.0,3023,241.88
11254,AW00022253,Stephanie Reed,49.0,"40-49",NEW,138.0,1,1174,2,2,2013-12-28,0.0,1174,1174.0
11255,AW00022254,Fernando Scott,49.0,"40-49",NEW,149.0,1,554,3,3,2013-01-13,0.0,554,554.0
11256,AW00022255,Nicole Rogers,43.0,"40-49",NEW,144.0,1,599,3,3,2013-06-26,0.0,599,599.0
11257,AW00022256,Edwin Lu,49.0,"40-49",NEW,145.0,1,570,3,3,2013-06-01,0.0,570,570.0
11258,AW00022257,Carrie Romero,49.0,"40-49",NEW,144.0,1,540,1,1,2013-06-06,0.0,540,540.0
11259,AW00022258,Jessica Reed,49.0,"40-49",NEW,144.0,1,549,2,2,2013-06-16,0.0,549,549.0
11260,AW00022259,Dalton Mitchell,46.0,"40-49",NEW,149.0,1,563,4,4,2013-01-08,0.0,563,563.0
11261,AW00022260,Courtney Allen,52.0,"50 and above",NEW,149.0,1,563,3,3,2013-01-07,0.0,563,563.0
11262,AW00022261,Isaac Allen,47.0,"40-49",NEW,150.0,1,561,2,2,2012-12-28,0.0,561,561.0
11263,AW00022262,Marcus Collins,47.0,"40-49",NEW,149.0,1,540,1,1,2013-01-22,0.0,540,540.0
11264,AW00022263,Patrick Blue,53.0,"50 and above",NEW,137.0,1,35,2,2,2014-01-22,0.0,35,35.0
11265,AW00022264,Stephanie Coleman,53.0,"50 and above",NEW,144.0,1,90,3,3,2013-06-10,0.0,90,90.0
11266,AW00022265,Jeremiah Sanchez,53.0,"50 and above",NEW,147.0,1,22,1,1,2013-03-10,0.0,22,22.0
11267,AW00022266,Rachel Sanders,53.0,"50 and above",NEW,144.0,1,724,4,4,2013-06-26,0.0,724,724.0
11268,AW00022267,Brianna Rodriguez,53.0,"50 and above",Regular,141.0,2,4167,5,5,2013-10-01,27.0,2083,154.33333333333334
11269,AW00022268,Alexandra Barnes,50.0,"50 and above",VIP,142.0,2,6031,5,5,2013-08-26,25.0,3015,241.24
11270,AW00022269,Caleb Yang,39.0,"30-39",NEW,143.0,1,94,4,4,2013-07-23,0.0,94,94.0
11271,AW00022270,Antonio Gonzales,50.0,"50 and above",NEW,144.0,1,609,4,4,2013-06-07,0.0,609,609.0
11272,AW00022271,Connor Mitchell,45.0,"40-49",NEW,144.0,1,613,5,5,2013-06-19,0.0,613,613.0
11273,AW00022272,Isabella Kelly,45.0,"40-49",NEW,144.0,1,571,4,4,2013-06-21,0.0,571,571.0
11274,AW00022273,Patricia Rodriguez,54.0,"50 and above",NEW,149.0,1,575,2,2,2013-01-17,0.0,575,575.0
11275,AW00022274,Adam Chen,54.0,"50 and above",NEW,149.0,1,575,2,2,2013-01-21,0.0,575,575.0
11276,AW00022275,Ian Bailey,49.0,"40-49",NEW,148.0,1,615,3,3,2013-02-08,0.0,615,615.0
11277,AW00022276,Gabriella Gray,54.0,"50 and above",NEW,149.0,1,599,3,3,2013-02-02,0.0,599,599.0
11278,AW00022277,Arianna Torres,48.0,"40-49",NEW,137.0,1,30,1,1,2014-01-25,0.0,30,30.0
11279,AW00022278,Mariah Gray,48.0,"40-49",NEW,147.0,1,7,2,2,2013-03-16,0.0,7,7.0
11280,AW00022279,Riley Kelly,54.0,"50 and above",NEW,138.0,1,30,1,1,2013-12-04,0.0,30,30.0
11281,AW00022280,Luis Scott,48.0,"40-49",NEW,145.0,1,32,2,2,2013-05-17,0.0,32,32.0
11282,AW00022281,Alexia Diaz,54.0,"50 and above",NEW,148.0,1,540,1,1,2013-02-15,0.0,540,540.0
11283,AW00022282,Jonathan Hughes,50.0,"50 and above",NEW,149.0,1,575,2,2,2013-01-30,0.0,575,575.0
11284,AW00022283,Eduardo Davis,55.0,"50 and above",NEW,142.0,1,157,4,4,2013-08-20,0.0,157,157.0
11285,AW00022284,Kristy Sanz,50.0,"50 and above",NEW,149.0,1,600,4,4,2013-01-28,0.0,600,600.0
11286,AW00022285,Meredith Moreno,55.0,"50 and above",NEW,143.0,1,90,3,3,2013-07-14,0.0,90,90.0
11287,AW00022286,Gabriel Hughes,49.0,"40-49",NEW,145.0,1,35,2,2,2013-05-12,0.0,35,35.0
11288,AW00022287,Megan Griffin,49.0,"40-49",NEW,148.0,1,540,1,1,2013-02-18,0.0,540,540.0
11289,AW00022288,Isabel Patterson,55.0,"50 and above",NEW,148.0,1,561,2,2,2013-02-07,0.0,561,561.0
11290,AW00022289,Thomas Long,44.0,"40-49",NEW,148.0,1,561,2,2,2013-02-06,0.0,561,561.0
11291,AW00022290,Jocelyn Jenkins,45.0,"40-49",NEW,144.0,1,600,4,4,2013-06-05,0.0,600,600.0
11292,AW00022291,Carlos Morris,51.0,"50 and above",NEW,145.0,1,575,2,2,2013-05-31,0.0,575,575.0
11293,AW00022292,Stacy Gomez,56.0,"50 and above",NEW,144.0,1,554,3,3,2013-06-26,0.0,554,554.0
11294,AW00022293,Jasmine Johnson,56.0,"50 and above",NEW,144.0,1,561,2,2,2013-06-06,0.0,561,561.0
11295,AW00022294,Rachel Brown,51.0,"50 and above",NEW,144.0,1,650,5,5,2013-06-22,0.0,650,650.0
11296,AW00022295,Jade Morgan,51.0,"50 and above",NEW,144.0,1,600,4,4,2013-06-23,0.0,600,600.0
11297,AW00022296,Benjamin Johnson,40.0,"40-49",NEW,140.0,1,133,5,5,2013-10-27,0.0,133,133.0
11298,AW00022297,Jasmine Garcia,51.0,"50 and above",NEW,144.0,1,600,4,4,2013-06-16,0.0,600,600.0
11299,AW00022298,Marcus Williams,46.0,"40-49",NEW,143.0,1,578,4,4,2013-07-24,0.0,578,578.0
11300,AW00022299,Richard Murphy,50.0,"50 and above",Regular,140.0,2,4145,4,4,2013-10-28,28.0,2072,148.03571428571428
11301,AW00022300,Kaitlyn Price,51.0,"50 and above",NEW,148.0,1,549,2,2,2013-02-22,0.0,549,549.0
11302,AW00022301,Abigail Rodriguez,50.0,"50 and above",NEW,148.0,1,540,1,1,2013-02-06,0.0,540,540.0
11303,AW00022302,Clayton Guo,45.0,"40-49",NEW,143.0,1,1764,3,3,2013-07-10,0.0,1764,1764.0
11304,AW00022303,Philip Alonso,47.0,"40-49",NEW,138.0,1,21,1,1,2013-12-14,0.0,21,21.0
11305,AW00022304,Jaime Vazquez,47.0,"40-49",NEW,143.0,1,37,3,3,2013-07-22,0.0,37,37.0
11306,AW00022305,Anne Carlson,47.0,"40-49",NEW,137.0,1,120,4,4,2014-01-05,0.0,120,120.0
11307,AW00022306,Ivan Kapoor,46.0,"40-49",NEW,145.0,1,561,2,2,2013-05-05,0.0,561,561.0
11308,AW00022307,Sarah Ross,41.0,"40-49",NEW,141.0,1,804,3,3,2013-10-01,0.0,804,804.0
11309,AW00022308,Cassandra Lopez,46.0,"40-49",NEW,144.0,1,1769,4,4,2013-06-30,0.0,1769,1769.0
11310,AW00022309,Leah Zhou,46.0,"40-49",NEW,142.0,1,1786,3,3,2013-08-13,0.0,1786,1786.0
11311,AW00022310,Christina Sanders,42.0,"40-49",NEW,144.0,1,94,3,3,2013-06-24,0.0,94,94.0
11312,AW00022311,Bruce Sara,47.0,"40-49",NEW,143.0,1,1739,4,4,2013-07-15,0.0,1739,1739.0
11313,AW00022312,Kristi Mehta,41.0,"40-49",NEW,149.0,1,2478,3,3,2013-01-11,0.0,2478,2478.0
11314,AW00022313,Jarrod Martinez,47.0,"40-49",NEW,142.0,1,1736,2,2,2013-08-03,0.0,1736,1736.0
11315,AW00022314,Brandy Patel,48.0,"40-49",NEW,143.0,1,84,3,3,2013-08-01,0.0,84,84.0
11316,AW00022315,Darren Raman,43.0,"40-49",NEW,140.0,1,40,2,2,2013-10-23,0.0,40,40.0
11317,AW00022316,Deanna Sara,48.0,"40-49",NEW,145.0,1,618,4,4,2013-05-29,0.0,618,618.0
11318,AW00022317,Karla Nath,43.0,"40-49",NEW,148.0,1,14,2,2,2013-03-01,0.0,14,14.0
11319,AW00022318,Ramon Xu,48.0,"40-49",NEW,138.0,1,1174,2,2,2013-12-26,0.0,1174,1174.0
11320,AW00022319,Jorge Zhou,48.0,"40-49",NEW,145.0,1,554,3,3,2013-05-25,0.0,554,554.0
11321,AW00022320,Danny Gill,48.0,"40-49",NEW,142.0,1,1736,2,2,2013-08-06,0.0,1736,1736.0
11322,AW00022321,Alan Zeng,49.0,"40-49",NEW,142.0,1,1701,1,1,2013-08-12,0.0,1701,1701.0
11323,AW00022322,Roger Zhao,48.0,"40-49",NEW,145.0,1,600,4,4,2013-05-03,0.0,600,600.0
11324,AW00022323,Erica Liang,48.0,"40-49",NEW,149.0,1,2443,1,1,2013-01-21,0.0,2443,2443.0
11325,AW00022324,Kari Gill,48.0,"40-49",NEW,147.0,1,25,1,1,2013-03-28,0.0,25,25.0
11326,AW00022325,Noah Rodriguez,44.0,"40-49",NEW,143.0,1,14,2,2,2013-07-29,0.0,14,14.0
11327,AW00022326,Riley Howard,44.0,"40-49",NEW,139.0,1,40,3,3,2013-11-06,0.0,40,40.0
11328,AW00022327,Jake Cai,39.0,"30-39",NEW,148.0,1,575,2,2,2013-02-16,0.0,575,575.0
11329,AW00022328,Grace Anderson,45.0,"40-49",NEW,148.0,1,549,2,2,2013-02-08,0.0,549,549.0
11330,AW00022329,Grace Peterson,46.0,"40-49",NEW,148.0,1,575,2,2,2013-02-24,0.0,575,575.0
11331,AW00022330,Jose Walker,45.0,"40-49",NEW,149.0,1,609,4,4,2013-01-28,0.0,609,609.0
11332,AW00022331,Michele Yuan,90.0,"50 and above",NEW,137.0,1,15,2,2,2014-01-15,0.0,15,15.0
11333,AW00022332,Brittany Bennett,88.0,"50 and above",NEW,144.0,1,40,2,2,2013-06-16,0.0,40,40.0
11334,AW00022333,Gabriella Watson,88.0,"50 and above",NEW,147.0,1,70,3,3,2013-03-04,0.0,70,70.0
11335,AW00022334,Juan Serrano,48.0,"40-49",NEW,148.0,1,549,2,2,2013-02-23,0.0,549,549.0
11336,AW00022335,Anthony Taylor,47.0,"40-49",NEW,147.0,1,578,4,4,2013-03-11,0.0,578,578.0
11337,AW00022336,Frank Moreno,47.0,"40-49",NEW,147.0,1,600,4,4,2013-03-26,0.0,600,600.0
11338,AW00022337,Haley Jenkins,66.0,"50 and above",NEW,140.0,1,50,3,3,2013-10-14,0.0,50,50.0
11339,AW00022338,Thomas Russell,61.0,"50 and above",NEW,149.0,1,69,3,3,2013-02-02,0.0,69,69.0
11340,AW00022339,Richard Nelson,66.0,"50 and above",NEW,143.0,1,15,2,2,2013-08-01,0.0,15,15.0
11341,AW00022340,Isaac Young,66.0,"50 and above",NEW,142.0,1,15,2,2,2013-09-02,0.0,15,15.0
11342,AW00022341,Tristan Washington,66.0,"50 and above",NEW,137.0,1,74,4,4,2014-01-27,0.0,74,74.0
11343,AW00022342,Jon Lal,59.0,"50 and above",NEW,141.0,1,69,3,3,2013-10-01,0.0,69,69.0
11344,AW00022343,Brittany Powell,65.0,"50 and above",NEW,146.0,1,2422,4,4,2013-04-04,0.0,2422,2422.0
11345,AW00022344,Krystal Yang,65.0,"50 and above",NEW,145.0,1,2419,2,2,2013-05-28,0.0,2419,2419.0
11346,AW00022345,Amanda James,64.0,"50 and above",NEW,148.0,1,74,3,3,2013-02-17,0.0,74,74.0
11347,AW00022346,Catherine Howard,53.0,"50 and above",NEW,148.0,1,575,2,2,2013-03-01,0.0,575,575.0
11348,AW00022347,Abigail Long,58.0,"50 and above",NEW,141.0,1,50,3,3,2013-09-18,0.0,50,50.0
11349,AW00022348,Zoe Torres,63.0,"50 and above",NEW,145.0,1,15,2,2,2013-05-26,0.0,15,15.0
11350,AW00022349,Mason Morris,57.0,"50 and above",NEW,142.0,1,125,2,2,2013-08-17,0.0,125,125.0
11351,AW00022350,Riley Powell,63.0,"50 and above",NEW,140.0,1,15,2,2,2013-10-19,0.0,15,15.0
11352,AW00022351,Sarah Davis,63.0,"50 and above",NEW,144.0,1,70,3,3,2013-06-19,0.0,70,70.0
11353,AW00022352,Elizabeth Moore,62.0,"50 and above",NEW,141.0,1,10,1,1,2013-09-07,0.0,10,10.0
11354,AW00022353,Amanda Allen,62.0,"50 and above",NEW,143.0,1,40,2,2,2013-07-20,0.0,40,40.0
11355,AW00022354,Sara King,62.0,"50 and above",NEW,143.0,1,40,2,2,2013-07-06,0.0,40,40.0
11356,AW00022355,Logan Jones,46.0,"40-49",NEW,144.0,1,10,1,1,2013-06-04,0.0,10,10.0
11357,AW00022356,Charles Ward,62.0,"50 and above",NEW,137.0,1,50,3,3,2014-01-26,0.0,50,50.0
11358,AW00022357,Justin Lal,46.0,"40-49",NEW,137.0,1,50,3,3,2014-01-14,0.0,50,50.0
11359,AW00022358,Sydney Butler,62.0,"50 and above",NEW,145.0,1,39,2,2,2013-05-22,0.0,39,39.0
11360,AW00022359,Ethan Lee,55.0,"50 and above",NEW,145.0,1,7,2,2,2013-05-03,0.0,7,7.0
11361,AW00022360,Caleb Collins,61.0,"50 and above",NEW,143.0,1,59,5,5,2013-07-27,0.0,59,59.0
11362,AW00022361,Nathan White,61.0,"50 and above",NEW,144.0,1,35,2,2,2013-06-23,0.0,35,35.0
11363,AW00022362,Austin Russell,61.0,"50 and above",NEW,141.0,1,35,2,2,2013-09-10,0.0,35,35.0
11364,AW00022363,Faith Diaz,56.0,"50 and above",NEW,144.0,1,57,2,2,2013-06-26,0.0,57,57.0
11365,AW00022364,Katherine Jenkins,61.0,"50 and above",NEW,143.0,1,45,4,4,2013-07-18,0.0,45,45.0
11366,AW00022365,Sebastian Richardson,61.0,"50 and above",NEW,148.0,1,32,2,2,2013-02-07,0.0,32,32.0
11367,AW00022366,Logan Henderson,61.0,"50 and above",NEW,142.0,1,57,2,2,2013-08-06,0.0,57,57.0
11368,AW00022367,Jasmine Griffin,61.0,"50 and above",NEW,146.0,1,70,3,3,2013-04-26,0.0,70,70.0
11369,AW00022368,Edward Ross,49.0,"40-49",NEW,147.0,1,615,3,3,2013-03-22,0.0,615,615.0
11370,AW00022369,Louis Deng,60.0,"50 and above",NEW,144.0,1,70,3,3,2013-06-11,0.0,70,70.0
11371,AW00022370,Carol Patterson,60.0,"50 and above",NEW,138.0,1,160,4,4,2013-12-26,0.0,160,160.0
11372,AW00022371,Blake Powell,47.0,"40-49",NEW,143.0,1,40,2,2,2013-07-28,0.0,40,40.0
11373,AW00022372,Melanie Perry,47.0,"40-49",NEW,147.0,1,575,2,2,2013-03-07,0.0,575,575.0
11374,AW00022373,Gabrielle Bell,46.0,"40-49",VIP,142.0,2,5976,4,4,2013-08-31,26.0,2988,229.84615384615384
11375,AW00022374,Luke Patterson,46.0,"40-49",NEW,147.0,1,600,4,4,2013-03-27,0.0,600,600.0
11376,AW00022375,Jasmine Williams,46.0,"40-49",NEW,141.0,1,35,2,2,2013-09-12,0.0,35,35.0
11377,AW00022376,Marcus Martin,47.0,"40-49",NEW,144.0,1,30,1,1,2013-06-14,0.0,30,30.0
11378,AW00022377,Roger Zeng,47.0,"40-49",NEW,140.0,1,184,3,3,2013-10-13,0.0,184,184.0
11379,AW00022378,Rebekah Malhotra,57.0,"50 and above",NEW,146.0,1,30,2,2,2013-04-08,0.0,30,30.0
11380,AW00022379,Fernando Hayes,51.0,"50 and above",NEW,140.0,1,27,3,3,2013-10-30,0.0,27,27.0
11381,AW00022380,Brendan Nath,57.0,"50 and above",NEW,146.0,1,5,1,1,2013-04-03,0.0,5,5.0
11382,AW00022381,Hunter Patterson,57.0,"50 and above",NEW,145.0,1,29,2,2,2013-05-18,0.0,29,29.0
11383,AW00022382,Bethany Xu,57.0,"50 and above",NEW,137.0,1,5,1,1,2014-01-09,0.0,5,5.0
11384,AW00022383,Devin Jenkins,52.0,"50 and above",NEW,143.0,1,68,3,3,2013-08-01,0.0,68,68.0
11385,AW00022384,Paige Sanchez,58.0,"50 and above",NEW,144.0,1,40,2,2,2013-06-25,0.0,40,40.0
11386,AW00022385,Misty Lal,58.0,"50 and above",NEW,141.0,1,59,2,2,2013-09-11,0.0,59,59.0
11387,AW00022386,Jerome Gill,84.0,"50 and above",NEW,141.0,1,5,1,1,2013-09-20,0.0,5,5.0
11388,AW00022387,Audrey Romero,83.0,"50 and above",NEW,140.0,1,5,1,1,2013-10-15,0.0,5,5.0
11389,AW00022388,Bradley Beck,83.0,"50 and above",NEW,147.0,1,69,2,2,2013-03-25,0.0,69,69.0
11390,AW00022389,Edwin Luo,62.0,"50 and above",NEW,137.0,1,40,2,2,2014-01-12,0.0,40,40.0
11391,AW00022390,Kelvin Zheng,62.0,"50 and above",NEW,143.0,1,29,2,2,2013-07-13,0.0,29,29.0
11392,AW00022391,Angela Watson,65.0,"50 and above",NEW,138.0,1,1174,2,2,2013-12-16,0.0,1174,1174.0
11393,AW00022392,Bailey Gray,60.0,"50 and above",NEW,144.0,1,643,5,5,2013-06-05,0.0,643,643.0
11394,AW00022393,Chelsea Perez,60.0,"50 and above",NEW,149.0,1,589,4,4,2013-01-17,0.0,589,589.0
11395,AW00022394,Meagan Suri,82.0,"50 and above",NEW,137.0,1,25,2,2,2014-01-25,0.0,25,25.0
11396,AW00022395,Jermaine Patel,81.0,"50 and above",NEW,145.0,1,571,4,4,2013-05-31,0.0,571,571.0
11397,AW00022396,Rebekah Patel,72.0,"50 and above",NEW,142.0,1,1726,2,2,2013-08-10,0.0,1726,1726.0
11398,AW00022397,Marie Patel,77.0,"50 and above",NEW,145.0,1,27,3,3,2013-05-28,0.0,27,27.0
11399,AW00022398,Sheila Moreno,77.0,"50 and above",NEW,149.0,1,540,1,1,2013-01-26,0.0,540,540.0
11400,AW00022399,Arthur Fernandez,39.0,"30-39",NEW,145.0,2,2786,3,3,2013-05-04,11.0,1393,253.27272727272728
11401,AW00022400,Ruben Martin,39.0,"30-39",Regular,145.0,2,2738,5,5,2013-05-22,12.0,1369,228.16666666666666
11402,AW00022401,Ian Price,39.0,"30-39",NEW,145.0,2,2983,2,2,2013-05-14,11.0,1491,271.1818181818182
11403,AW00022402,Clarence Xie,39.0,"30-39",Regular,145.0,2,2722,2,2,2013-05-27,12.0,1361,226.83333333333334
11404,AW00022403,Cedric Beck,40.0,"40-49",NEW,145.0,1,70,1,1,2013-05-05,0.0,70,70.0
11405,AW00022404,Margaret Xu,39.0,"30-39",Regular,145.0,2,2983,2,2,2013-05-31,12.0,1491,248.58333333333334
11406,AW00022405,Leonard Becker,41.0,"40-49",NEW,145.0,1,124,2,2,2013-05-07,0.0,124,124.0
11407,AW00022406,Kelvin Shen,42.0,"40-49",Regular,144.0,2,3018,3,3,2013-06-05,12.0,1509,251.5
11408,AW00022407,Carolyn Gonzalez,40.0,"40-49",Regular,144.0,2,2757,3,3,2013-06-07,12.0,1378,229.75
